gene_id	GeneSymbol	Chromosome	Strand	Class
ENSG00000267301	RPL23AP77	18:23709825-23710287	-	processed_pseudogene
ENSG00000265752	AC010754.1	18:23957754-23982556	-	lncRNA
ENSG00000168234	TTC39C	18:23992773-24135610	+	protein_coding
ENSG00000264745	TTC39C-AS1	18:23994213-24015339	-	lncRNA
ENSG00000265204	AC090772.2	18:24076794-24099320	-	lncRNA
ENSG00000264924	AC090772.1	18:24113637-24121003	-	lncRNA
ENSG00000206863	RNU5A-6P	18:24124170-24124285	-	snRNA
ENSG00000279332	AC090772.4	18:24135468-24135829	-	TEC
ENSG00000154040	CABYR	18:24138956-24161603	+	protein_coding
ENSG00000265750	AC090772.3	18:24159509-24162211	-	lncRNA
ENSG00000141447	OSBPL1A	18:24162045-24397880	-	protein_coding
ENSG00000199874	RNA5SP452	18:24170505-24170623	-	rRNA_pseudogene
ENSG00000273524	RF00017	18:24179038-24179295	-	misc_RNA
ENSG00000206766	RNU6-435P	18:24218300-24218404	+	snRNA
ENSG00000212051	MIR320C2	18:24321686-24321735	+	miRNA
ENSG00000264365	AC023983.1	18:24364787-24367984	+	lncRNA
ENSG00000273321	AC023983.2	18:24402153-24402714	+	lncRNA
ENSG00000154059	IMPACT	18:24426634-24453531	+	protein_coding
ENSG00000199636	RF00019	18:24429505-24429609	+	misc_RNA
ENSG00000265094	AC007922.2	18:24435364-24439638	+	lncRNA
ENSG00000134489	HRH4	18:24460637-24479961	+	protein_coding
ENSG00000264695	AC007922.1	18:24489375-24491080	+	lncRNA
ENSG00000287611	AC007922.4	18:24500399-24508133	+	lncRNA
ENSG00000266489	AC007922.3	18:24516699-24544154	-	lncRNA
ENSG00000266181	EIF4A3P1	18:24522273-24522919	-	processed_pseudogene
ENSG00000265485	LINC01915	18:24534551-24708542	+	lncRNA
ENSG00000266520	RAC1P1	18:24685772-24686351	-	processed_pseudogene
ENSG00000266809	PPIAP57	18:24689914-24690161	-	processed_pseudogene
ENSG00000266573	AC018697.1	18:24725762-24986980	+	lncRNA
ENSG00000264345	LINC01894	18:24932771-24987919	-	lncRNA
ENSG00000229248	WBP2P1	18:25016434-25017204	-	processed_pseudogene
ENSG00000265552	AC104961.1	18:25055600-25056760	+	lncRNA
ENSG00000198795	ZNF521	18:25061924-25352190	-	protein_coding
ENSG00000285595	AC105114.2	18:25196663-25218241	+	lncRNA
ENSG00000279439	AC105114.1	18:25200976-25202837	-	TEC
ENSG00000264434	AC110603.1	18:25302126-25302960	+	lncRNA
ENSG00000242216	RN7SL97P	18:25818234-25818532	-	misc_RNA
ENSG00000264193	AC027229.1	18:25953216-25953468	-	processed_pseudogene
ENSG00000141380	AC091021.1	18:26016253-26091217	-	protein_coding
ENSG00000243925	RPS24P18	18:26098839-26099226	+	processed_pseudogene
ENSG00000154611	PSMA8	18:26133852-26193355	+	protein_coding
ENSG00000188985	DHFRP1	18:26170726-26171284	-	processed_pseudogene
ENSG00000266227	NPM1P2	18:26204869-26205904	+	processed_pseudogene
ENSG00000141384	TAF4B	18:26225936-26391685	+	protein_coding
ENSG00000263829	SINHCAFP1	18:26255698-26256355	-	processed_pseudogene
ENSG00000266237	AC121320.1	18:26266009-26267409	+	lncRNA
ENSG00000264911	AC022069.1	18:26348347-26349004	+	processed_pseudogene
ENSG00000207160	RNU6-1289P	18:26366301-26366406	-	snRNA
ENSG00000263862	LINC01543	18:26421139-26438041	+	lncRNA
ENSG00000134504	KCTD1	18:26454910-26657401	-	protein_coding
ENSG00000277534	AC007996.1	18:26542971-26545791	-	lncRNA
ENSG00000275805	AC090206.1	18:26565723-26575626	-	lncRNA
ENSG00000276221	MIR8057	18:26591467-26591535	-	miRNA
ENSG00000263846	CIAPIN1P	18:26599408-26600338	+	processed_pseudogene
ENSG00000260372	AQP4-AS1	18:26655737-27190698	+	lncRNA
ENSG00000263677	AC012588.1	18:26685954-26689668	+	lncRNA
ENSG00000265369	PCAT18	18:26687621-26703638	-	lncRNA
ENSG00000275900	RF00012	18:26689316-26689529	-	snoRNA
ENSG00000263382	AC018371.1	18:26822341-26825171	-	lncRNA
ENSG00000266184	AC018371.2	18:26831520-26832432	-	processed_pseudogene
ENSG00000171885	AQP4	18:26852043-26865771	-	protein_coding
ENSG00000154080	CHST9	18:26906481-27185308	-	protein_coding
ENSG00000266549	AC023575.1	18:26952201-26952558	-	processed_pseudogene
ENSG00000265374	LINC01908	18:27225742-27247188	+	lncRNA
ENSG00000264151	AC090403.1	18:27335968-27595164	-	lncRNA
ENSG00000264790	AC021382.1	18:27343252-27346110	+	lncRNA
ENSG00000244329	UBA52P9	18:27355406-27355764	-	processed_pseudogene
ENSG00000263611	AC068408.1	18:27375310-27401910	+	lncRNA
ENSG00000265097	RBM22P1	18:27418884-27420435	-	processed_pseudogene
ENSG00000263405	PA2G4P3	18:27452514-27453657	-	processed_pseudogene
ENSG00000286465	AC068408.2	18:27454466-27469673	+	lncRNA
ENSG00000286426	AC090936.1	18:27785821-27795637	+	lncRNA
ENSG00000170558	CDH2	18:27950966-28177130	-	protein_coding
ENSG00000227279	AC110015.1	18:27954519-27963687	+	lncRNA
ENSG00000274578	AC006249.1	18:28146233-28146703	-	lncRNA
ENSG00000265994	AC090365.1	18:28638714-28789580	+	lncRNA
ENSG00000266296	ARIH2P1	18:28651732-28653208	+	processed_pseudogene
ENSG00000271238	AC023932.1	18:28824652-28824826	-	processed_pseudogene
ENSG00000251719	RNU6-408P	18:29048620-29048719	+	snRNA
ENSG00000266479	AC105245.1	18:29256817-29257060	-	processed_pseudogene
ENSG00000265980	AC074237.1	18:29278509-29361963	-	lncRNA
ENSG00000264587	AC117569.1	18:29518259-29548241	+	lncRNA
ENSG00000287803	AC117569.2	18:29629842-29650440	+	lncRNA
ENSG00000286605	AC115100.1	18:30290161-30414073	+	lncRNA
ENSG00000283218	MIR302F	18:30298910-30298960	+	miRNA
ENSG00000266196	AC090506.1	18:30713275-30714286	+	lncRNA
ENSG00000279734	AC090506.2	18:30780006-30780424	+	TEC
ENSG00000265670	AC016382.1	18:30954820-30980917	-	lncRNA
ENSG00000251702	RNU6-857P	18:30984106-30984215	+	snRNA
ENSG00000134762	DSC3	18:30989365-31042815	-	protein_coding
ENSG00000134755	DSC2	18:31058840-31102522	-	protein_coding
ENSG00000265888	DSCAS	18:31101583-31162789	+	lncRNA
ENSG00000134765	DSC1	18:31129236-31162856	-	protein_coding
ENSG00000263698	AC012417.1	18:31131456-31132494	+	lncRNA
ENSG00000134760	DSG1	18:31318160-31359246	+	protein_coding
ENSG00000266729	DSG1-AS1	18:31343368-31426988	-	lncRNA
ENSG00000207019	RNU6-167P	18:31345362-31345467	-	snRNA
ENSG00000175065	DSG4	18:31376777-31414912	+	protein_coding
ENSG00000207240	RF00019	18:31382317-31382430	+	misc_RNA
ENSG00000134757	DSG3	18:31447741-31478702	+	protein_coding
ENSG00000266521	AC021549.1	18:31496645-31497195	-	lncRNA
ENSG00000046604	DSG2	18:31498177-31549008	+	protein_coding
ENSG00000264859	DSG2-AS1	18:31542146-31556948	-	lncRNA
ENSG00000118271	TTR	18:31557010-31599021	+	protein_coding
ENSG00000118276	B4GALT6	18:31622247-31685836	-	protein_coding
ENSG00000259985	AC017100.1	18:31685655-31686823	+	lncRNA
ENSG00000200472	RN7SKP44	18:31718893-31719208	+	misc_RNA
ENSG00000265158	LRRC37A7P	18:31724198-31726956	+	transcribed_processed_pseudogene
ENSG00000263772	AC017100.2	18:31726043-31726397	-	processed_pseudogene
ENSG00000141437	SLC25A52	18:31759562-31760880	-	protein_coding
ENSG00000153339	TRAPPC8	18:31829180-31953136	-	protein_coding
ENSG00000263924	AC022960.1	18:31844388-31845178	+	lncRNA
ENSG00000276486	AC022960.3	18:31883288-31883728	+	processed_pseudogene
ENSG00000276282	AC022960.2	18:31895745-31896410	-	lncRNA
ENSG00000222320	RNU6-1050P	18:31937533-31937639	+	snRNA
ENSG00000263823	AC009831.1	18:31942575-31944156	+	lncRNA
ENSG00000265273	PGDP1	18:31962178-31963618	+	processed_pseudogene
ENSG00000266105	AC009831.2	18:31966960-31967545	+	processed_pseudogene
ENSG00000280380	AC009831.4	18:31982899-31986087	+	TEC
ENSG00000101695	RNF125	18:32018825-32073219	+	protein_coding
ENSG00000263917	AC011825.3	18:32018829-32111779	+	lncRNA
ENSG00000274275	AC009831.3	18:32031035-32031359	+	lncRNA
ENSG00000214917	AC011825.1	18:32075885-32076272	-	processed_pseudogene
ENSG00000265008	AC011825.4	18:32091295-32092119	-	lncRNA
ENSG00000134758	RNF138	18:32091874-32131561	+	protein_coding
ENSG00000263393	AC011825.2	18:32122400-32124478	-	lncRNA
ENSG00000141441	GAREM1	18:32124877-32470882	-	protein_coding
ENSG00000199373	RNA5SP453	18:32176050-32176168	-	rRNA_pseudogene
ENSG00000141434	MEP1B	18:32185069-32220404	+	protein_coding
ENSG00000265279	CLUHP6	18:32196026-32196966	-	processed_pseudogene
ENSG00000263904	AC015563.1	18:32245946-32249032	-	lncRNA
ENSG00000222395	RF00019	18:32263135-32263234	-	misc_RNA
ENSG00000264982	AC015563.2	18:32287437-32290340	+	lncRNA
ENSG00000262477	AC021224.1	18:32412182-32413236	+	lncRNA
ENSG00000215492	HNRNPA1P7	18:32412214-32413176	-	processed_pseudogene
ENSG00000285095	AC025887.2	18:32470288-32745567	+	lncRNA
ENSG00000260389	WBP11P1	18:32511663-32514634	+	transcribed_processed_pseudogene
ENSG00000287994	AC009835.1	18:32554033-32566634	-	lncRNA
ENSG00000263688	AC025887.1	18:32581528-32582828	+	lncRNA
ENSG00000197705	KLHL14	18:32672671-32773062	-	protein_coding
ENSG00000228835	AC012123.1	18:32769795-32774413	+	lncRNA
ENSG00000243355	AC012123.2	18:32779039-32779286	+	processed_pseudogene
ENSG00000263765	AC090371.2	18:32833454-32938316	+	lncRNA
ENSG00000166960	CCDC178	18:32937402-33441101	-	protein_coding
ENSG00000263450	AC090371.1	18:32954075-32957998	+	lncRNA
ENSG00000267642	AC091198.1	18:33552123-33578187	-	lncRNA
ENSG00000141431	ASXL3	18:33578219-33751195	+	protein_coding
ENSG00000101746	NOL4	18:33851100-34224952	-	protein_coding
ENSG00000199204	RF00019	18:34001698-34001799	-	misc_RNA
ENSG00000280406	AC104985.3	18:34221007-34221603	-	TEC
ENSG00000267746	AC104985.1	18:34222965-34224761	+	lncRNA
ENSG00000278052	AC104985.2	18:34225930-34226429	+	lncRNA
ENSG00000134769	DTNA	18:34493290-34891844	+	protein_coding
ENSG00000267585	AC013290.1	18:34573987-34574523	-	processed_pseudogene
ENSG00000268873	AC022601.1	18:34737795-34767663	-	lncRNA
ENSG00000278464	AC068506.1	18:34892013-34903504	-	lncRNA
ENSG00000166974	MAPRE2	18:34976928-35143470	+	protein_coding
ENSG00000280096	AC015967.2	18:35082009-35082242	+	TEC
ENSG00000274400	AC015967.1	18:35144942-35145417	+	lncRNA
ENSG00000186812	ZNF397	18:35241030-35267133	+	protein_coding
ENSG00000186814	ZSCAN30	18:35251058-35290245	-	protein_coding
ENSG00000279989	AC011815.3	18:35257040-35257512	+	TEC
ENSG00000274184	AC011815.2	18:35268218-35270238	+	lncRNA
ENSG00000268573	AC011815.1	18:35280867-35290201	-	lncRNA
ENSG00000257267	ZNF271P	18:35290282-35328390	+	transcribed_unitary_pseudogene
ENSG00000274918	AC116447.1	18:35317396-35317848	+	lncRNA
ENSG00000172466	ZNF24	18:35332227-35345482	-	protein_coding
ENSG00000186496	ZNF396	18:35366694-35377337	-	protein_coding
ENSG00000239683	AC007998.1	18:35383354-35384025	-	processed_pseudogene
ENSG00000275512	AC007998.4	18:35403996-35406528	-	lncRNA
ENSG00000267583	AC007998.3	18:35443869-35467088	-	lncRNA
ENSG00000267140	AC007998.2	18:35443871-35497940	-	protein_coding
ENSG00000153391	INO80C	18:35452230-35497991	-	protein_coding
ENSG00000279074	AC007998.5	18:35483431-35483667	-	TEC
ENSG00000141429	GALNT1	18:35581117-35711834	+	protein_coding
ENSG00000283514	MIR3975	18:35591737-35591806	+	miRNA
ENSG00000266965	AC090220.1	18:35595901-35597599	+	lncRNA
ENSG00000267397	AC090229.1	18:35716370-35717978	+	lncRNA
ENSG00000267797	NRBF2P1	18:35841759-35842617	+	processed_pseudogene
ENSG00000207797	MIR187	18:35904818-35904926	-	miRNA
ENSG00000265641	MIR3929	18:35934088-35934142	-	miRNA
ENSG00000267627	AC118757.1	18:35951803-35966118	-	lncRNA
ENSG00000278986	AC091060.1	18:35972151-35973916	+	TEC
ENSG00000141428	C18orf21	18:35972625-35979286	+	protein_coding
ENSG00000141425	RPRD1A	18:35984387-36067576	-	protein_coding
ENSG00000141424	SLC39A6	18:36108531-36129385	-	protein_coding
ENSG00000134759	ELP2	18:36129444-36180557	+	protein_coding
ENSG00000260552	AC023043.1	18:36179996-36187448	-	lncRNA
ENSG00000075643	MOCOS	18:36187497-36272157	+	protein_coding
ENSG00000274849	AC023043.4	18:36189824-36190272	+	lncRNA
ENSG00000267404	AC023043.2	18:36273574-36274599	+	processed_pseudogene
ENSG00000267456	AC023043.3	18:36278735-36279119	-	processed_pseudogene
ENSG00000134775	FHOD3	18:36297714-36780055	+	protein_coding
ENSG00000286890	AC055840.1	18:36417055-36424185	-	lncRNA
ENSG00000134779	TPGS2	18:36777647-36829216	-	protein_coding
ENSG00000150477	KIAA1328	18:36829106-37232172	+	protein_coding
ENSG00000267039	AC016493.1	18:36901946-36923814	-	lncRNA
ENSG00000267651	AC015961.1	18:37234119-37236242	-	lncRNA
ENSG00000101489	CELF4	18:37243040-37565827	-	protein_coding
ENSG00000267707	AC015961.2	18:37243776-37247506	+	lncRNA
ENSG00000267202	AC090386.1	18:37273706-37276572	+	lncRNA
ENSG00000279678	AC090386.2	18:37305295-37306333	-	TEC
ENSG00000279543	AC129908.1	18:37473330-37473977	-	TEC
ENSG00000285940	AC009899.1	18:37565281-37762131	+	lncRNA
ENSG00000266530	MIR4318	18:37657135-37657215	+	miRNA
ENSG00000243516	RPL12P40	18:37672689-37673176	+	processed_pseudogene
ENSG00000286716	AC108452.1	18:37960220-37992413	+	lncRNA
ENSG00000268566	AC100781.1	18:38655209-38688033	-	lncRNA
ENSG00000222704	RN7SKP182	18:39016047-39016344	-	misc_RNA
ENSG00000253038	RNU6-706P	18:39034007-39034110	+	snRNA
ENSG00000267374	MIR924HG	18:39206917-39800322	-	lncRNA
ENSG00000283458	AC011139.1	18:39314240-39328008	+	lncRNA
ENSG00000175886	RPL7AP66	18:39334872-39335672	-	processed_pseudogene
ENSG00000283615	MIR924	18:39622123-39622175	-	miRNA
ENSG00000286559	AC099845.1	18:39655645-39665494	+	lncRNA
ENSG00000283645	MIR5583-2	18:39676719-39676777	-	miRNA
ENSG00000266148	MIR5583-1	18:39676721-39676779	+	miRNA
ENSG00000212354	RNU6-1242P	18:39678520-39678622	-	snRNA
ENSG00000267413	LINC01901	18:39841174-39924840	-	lncRNA
ENSG00000283503	LINC01902	18:39841709-39896298	+	lncRNA
ENSG00000279034	AC011266.1	18:40062903-40066471	-	TEC
ENSG00000261715	LINC01477	18:40066286-40099233	+	lncRNA
ENSG00000267664	RPL17P45	18:40143926-40144504	-	processed_pseudogene
ENSG00000286844	AC068688.1	18:40245879-40247367	+	lncRNA
ENSG00000286328	AC079052.1	18:41341319-41507550	+	lncRNA
ENSG00000267313	AC021504.1	18:41465783-41632185	-	lncRNA
ENSG00000267652	NPM1P1	18:41789162-41789395	-	processed_pseudogene
ENSG00000225253	AC011225.1	18:41819053-41819421	+	processed_pseudogene
ENSG00000078142	PIK3C3	18:41955234-42087830	+	protein_coding
ENSG00000276174	AC087683.2	18:42052705-42053030	+	lncRNA
ENSG00000267088	AC087683.1	18:42089312-42089752	+	processed_pseudogene
ENSG00000287007	AC087683.3	18:42105729-42115538	-	lncRNA
ENSG00000267586	LINC00907	18:42159283-42691422	+	lncRNA
ENSG00000253040	RNA5SP454	18:42270589-42270715	+	rRNA_pseudogene
ENSG00000286976	AC084335.1	18:42649520-42657893	-	lncRNA
ENSG00000152214	RIT2	18:42743227-43115691	-	protein_coding
ENSG00000287209	AC100779.1	18:43115747-43129039	+	lncRNA
ENSG00000132872	SYT4	18:43267892-43277535	-	protein_coding
ENSG00000278933	AC022743.1	18:43499173-43499836	+	TEC
ENSG00000267716	AC083760.1	18:44039471-44040140	+	processed_pseudogene
ENSG00000202060	RNA5SP455	18:44071583-44071701	+	rRNA_pseudogene
ENSG00000285550	AC110014.1	18:44214971-44342315	+	lncRNA
ENSG00000267337	LINC01478	18:44280768-44579953	-	lncRNA
ENSG00000267573	KRT8P5	18:44320800-44322257	-	processed_pseudogene
ENSG00000277899	MLECP1	18:44522366-44523074	+	processed_pseudogene
ENSG00000267414	AC120049.1	18:44676927-44679717	-	lncRNA
ENSG00000152217	SETBP1	18:44680173-45068510	+	protein_coding
ENSG00000280365	AC021766.1	18:44732575-44733315	+	TEC
ENSG00000265957	MIR4319	18:44970082-44970166	-	miRNA
ENSG00000279319	AC105074.1	18:44986109-44989203	+	TEC
ENSG00000267101	AC090376.1	18:45104361-45181382	-	lncRNA
ENSG00000132874	SLC14A2	18:45212995-45683686	+	protein_coding
ENSG00000267097	SLC14A2-AS1	18:45423764-45483218	-	lncRNA
ENSG00000266988	AC021517.1	18:45483343-45529855	+	lncRNA
ENSG00000285790	AC021517.2	18:45491581-45503824	-	lncRNA
ENSG00000267354	AC091151.1	18:45507202-45550183	+	lncRNA
ENSG00000287943	AC091151.5	18:45571406-45611540	-	lncRNA
ENSG00000267193	AC023421.2	18:45573084-45747215	-	lncRNA
ENSG00000266968	AC023421.1	18:45646153-45647937	+	lncRNA
ENSG00000141469	SLC14A1	18:45687025-45752520	+	protein_coding
ENSG00000267558	AC087685.1	18:45788530-45788670	+	processed_pseudogene
ENSG00000197046	SIGLEC15	18:45825512-45844080	+	protein_coding
ENSG00000152223	EPG5	18:45847609-45967329	-	protein_coding
ENSG00000152229	PSTPIP2	18:45983536-46072272	-	protein_coding
ENSG00000222179	RN7SKP26	18:45989653-45989945	-	misc_RNA
ENSG00000267293	AC012569.1	18:46028306-46029829	+	processed_pseudogene
ENSG00000252034	RNY4P37	18:46077004-46077099	-	misc_RNA
ENSG00000152234	ATP5F1A	18:46080248-46104334	-	protein_coding
ENSG00000152240	HAUS1	18:46104378-46128333	+	protein_coding
ENSG00000251939	RNU6-1278P	18:46121615-46121721	-	snRNA
ENSG00000152242	C18orf25	18:46173553-46266992	+	protein_coding
ENSG00000141622	RNF165	18:46326809-46463140	+	protein_coding
ENSG00000279829	AC015959.1	18:46385707-46387083	+	TEC
ENSG00000285993	AC018931.1	18:46409197-46410645	-	lncRNA
ENSG00000167210	LOXHD1	18:46476972-46657220	-	protein_coding
ENSG00000101638	ST8SIA5	18:46667821-46759257	-	protein_coding
ENSG00000240983	AC090311.1	18:46722975-46723223	+	processed_pseudogene
ENSG00000270112	AC090241.2	18:46756487-46802449	+	lncRNA
ENSG00000274776	AC090241.3	18:46786699-46789297	-	lncRNA
ENSG00000078043	PIAS2	18:46803218-46920160	-	protein_coding
ENSG00000267587	AC090241.1	18:46852632-46853882	-	processed_pseudogene
ENSG00000279354	AC090373.1	18:46915021-46915623	-	TEC
ENSG00000167216	KATNAL2	18:46917492-47102243	+	protein_coding
ENSG00000183791	ELOA3	18:46962768-46964644	-	protein_coding
ENSG00000275553	ELOA3C	18:46968695-46969912	-	processed_pseudogene
ENSG00000278674	ELOA3B	18:47022287-47023927	-	protein_coding
ENSG00000274744	ELOA3D	18:47028202-47029842	-	protein_coding
ENSG00000206181	ELOA2	18:47032572-47035621	-	protein_coding
ENSG00000280212	AC012254.5	18:47076117-47076594	+	TEC
ENSG00000266957	AC012254.1	18:47077361-47091280	-	lncRNA
ENSG00000267724	AC012254.3	18:47105946-47108062	+	lncRNA
ENSG00000167220	HDHD2	18:47107408-47150500	-	protein_coding
ENSG00000267228	AC012254.2	18:47108188-47176345	-	protein_coding
ENSG00000267800	AC012254.4	18:47137018-47137290	+	processed_pseudogene
ENSG00000134049	IER3IP1	18:47152834-47176364	-	protein_coding
ENSG00000215474	SKOR2	18:47206322-47251603	-	protein_coding
ENSG00000201825	RNU6-1131P	18:47234442-47234548	-	snRNA
ENSG00000287673	AC051635.1	18:47263935-47282939	+	lncRNA
ENSG00000267761	MIR4527HG	18:47285725-47594550	+	lncRNA
ENSG00000266582	MIR4527	18:47380496-47380565	+	miRNA
ENSG00000279367	AC102797.2	18:47501172-47503106	+	TEC
ENSG00000261307	AC102797.1	18:47501172-47558383	+	lncRNA
ENSG00000267156	TPMTP1	18:47630112-47630848	+	processed_pseudogene
ENSG00000267187	AC026898.1	18:47703175-47703745	+	processed_pseudogene
ENSG00000175387	SMAD2	18:47808957-47931146	-	protein_coding
ENSG00000267541	MTCO2P2	18:47853233-47853457	-	processed_pseudogene
ENSG00000279707	AC120349.3	18:47866839-47867367	+	TEC
ENSG00000269365	AC120349.1	18:47878295-47882444	+	lncRNA
ENSG00000279366	AC120349.2	18:47912207-47912504	-	TEC
ENSG00000184828	ZBTB7C	18:48026672-48410752	-	protein_coding
ENSG00000278891	AC105101.1	18:48147634-48150864	-	TEC
ENSG00000286583	AC105101.2	18:48162039-48184725	+	lncRNA
ENSG00000206944	RNU6-708P	18:48169784-48169890	-	snRNA
ENSG00000280197	C18orf12	18:48252301-48252837	+	TEC
ENSG00000200872	RNA5SP456	18:48475487-48475600	-	rRNA_pseudogene
ENSG00000277907	AC024288.1	18:48478282-48478491	-	processed_pseudogene
ENSG00000266984	POLR3GP2	18:48478561-48479228	+	processed_pseudogene
ENSG00000134030	CTIF	18:48539031-48863217	+	protein_coding
ENSG00000278983	AC048380.2	18:48564795-48568342	+	TEC
ENSG00000279629	AC048380.3	18:48661840-48662635	-	TEC
ENSG00000266276	MIR4743	18:48670600-48670668	+	miRNA
ENSG00000267762	AC048380.1	18:48673575-48688419	-	lncRNA
ENSG00000279250	AC022919.1	18:48755693-48756318	+	TEC
ENSG00000267764	AC093567.1	18:48826051-48834770	-	lncRNA
ENSG00000101665	SMAD7	18:48919853-48952052	-	protein_coding
ENSG00000266905	AC114684.1	18:48962951-48963941	-	lncRNA
ENSG00000280335	AC016866.3	18:49013106-49013819	+	TEC
ENSG00000264269	AC016866.1	18:49023703-49048474	+	lncRNA
ENSG00000141627	DYM	18:49041474-49461347	-	protein_coding
ENSG00000263849	MIR4744	18:49049687-49049768	-	miRNA
ENSG00000265128	AC016866.2	18:49116301-49126479	+	lncRNA
ENSG00000266696	AC044840.1	18:49205912-49208781	+	lncRNA
ENSG00000263895	AC100778.1	18:49431744-49447420	-	lncRNA
ENSG00000287518	AC100778.4	18:49447464-49451827	+	lncRNA
ENSG00000264971	PRR13P4	18:49469803-49470223	+	processed_pseudogene
ENSG00000177576	C18orf32	18:49477250-49487252	-	protein_coding
ENSG00000215472	RPL17-C18orf32	18:49481681-49492479	-	protein_coding
ENSG00000263916	AC100778.2	18:49484536-49486149	-	lncRNA
ENSG00000265496	AC100778.3	18:49487339-49491878	+	lncRNA
ENSG00000284239	MIR1539	18:49487373-49487422	+	miRNA
ENSG00000265681	RPL17	18:49488453-49492523	-	protein_coding
ENSG00000202093	SNORD58C	18:49489245-49489308	-	snoRNA
ENSG00000206602	SNORD58A	18:49491283-49491347	-	snoRNA
ENSG00000271982	SNORD58B	18:49491664-49491729	-	snoRNA
ENSG00000265182	SRP72P1	18:49495147-49496896	-	processed_pseudogene
ENSG00000264464	AC091170.1	18:49499390-49501860	+	lncRNA
ENSG00000101670	LIPG	18:49560699-49599185	+	protein_coding
ENSG00000267444	SMUG1P1	18:49650350-49651160	+	processed_pseudogene
ENSG00000267674	AC090227.2	18:49739823-49742063	-	lncRNA
ENSG00000167315	ACAA2	18:49782164-49813953	-	protein_coding
ENSG00000266997	AC090227.1	18:49795793-49837623	-	protein_coding
ENSG00000267322	SNHG22	18:49814023-49851059	+	lncRNA
ENSG00000251992	SCARNA17	18:49814133-49814276	+	scaRNA
ENSG00000252139	RF00283	18:49814361-49814443	+	scaRNA
