Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
Q9H488	GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens OX=9606 GN=POFUT1 PE=1 SV=1	POFUT1	17	4	27	4	388	43.9	8.53	80853.38281	38193.37109	96117.14063	2835868.578	1392568.211	1097032.078	473828.3594	80226.13281	144629.3633	188699.5313	116553.9063	85145.85156	3652776.859	1746546.891	5690493.375	986333.9375		1043409	152140.4219	246531.9219	219611.0625	3585338.469	4595787.406	4130668.563	165487.25	110375.3281		169048.4375	210749.0938	61922.07813	1956241.5	3912938.125	6048396.625	1526068.969	436109.3125		129045.4531	226879.8125		1367036.313	3142984.75	5341175.75	281191.2188		76259.11719			975029.3047	4588118.594	4824490	732101.9375			135432.125	359334.9219	97871.60156	3105704.438	3897399.156	2721248.203	88294.17188	342749.2188	223512.2813		199967.25	79977.82813	496721.2188	4966859.344	5337494.438	228886.2813	531259.3125		163138.2344		211090.6875	2861988.344	1944318.438	4065716.438	366466.1719	617306.25	
Q9NZL9	Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1	MAT2B	24	6	55	6	334	37.5	7.36	260993.875	158815.1406		8719130.906	3778792.734	5505386.563			24295.4707	1531739.625	1500702.375	284098.8438	12181014.31	8404440	14477351.22	169856.8594	346882		1687458.625	1305960.5		10402985.7	9340233.211	11689688.42	246743.4063	246861.7188		2756050.5	2610265.5	152097.9063	14844202.55	12162166.95	15307190.44	171768.4844	421803.4375		2553699.25	2864858		5963553.875	8459561.945	11400984.73	369599.3125	416873.8125		2836752	1408473.375	3494032.813	14574690.5	16378970.67		464128.4375		1782604.5	1138095.125	168856.5938	10532504.5	13001155.45	8804168.281		169373.6719		3866449.5	3788706.813	386560.75	1512362.348	13473232.28	14759697.08	327277.0313	312323.8125		2423474.25	2157884.5		11063691.68	6547061.781	11654666.49	150255.0313		359221.25
O95758	Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2	PTBP3	9	5	85	2	552	59.7	9.04	685389.5625	366928.3906	336696.8516	554796.9688			1456300.938	9021856.75	163491.0391	1381582.875	1241458.75	618192.8594	426876.1563		580809.25	1937065.938	1985162.172	4118983.344	1172659.844	2432912.313	439431.8906		712011.375	431490.0313	3644549.563	2510196.813	1571565.281	2378478.438	1587359.875	455208.2656	1204975.5	455556.3125	306173.1563	4963138.125	3754040.25	3980936.625	1731314.125	2650354.188	681346.4844		256154.2656	452505.1875	3343806.938	1281796.906	2905733.813	1883922.375	1079892.438	97018.79688			2775155.938	2493460.563	2610969.563	582823	1573259.75		444798.9375	783433.875		1331419.063	2038707.156	1740636.984	3919007.75	2185301.219	534245.6406			675296.625	3588723.688	2299753.313	3907348	2110569.25	3323396.875	1149289.203	264291.625		876100	2749095.563	4660183.625	2953330.625
P49902	Cytosolic purine 5'-nucleotidase OS=Homo sapiens OX=9606 GN=NT5C2 PE=1 SV=1	NT5C2	14	5	26	5	561	64.9	6.14		138391.2344	361971.5313	3423669.688	630141.2734	814178.8672		228229.4844	37817.04688	465428.6563	210709.2969	241688.7734	3000533.219	2212140.688	6521970.5	344862.9063	353282.8125	1001188.531	242268.8906	494634.4063	119090.6484	2858381.078	3379369.625	3192586.797		252590.7188			333141.7188	328668.8203	10463639.94	6958614.344	8831443	468471.375	783115.5625	739077.375	548413.125	836861.5313	348838.8203	935982.4609	4662009.25	3152000.938			273026.7813	266130.5938	186780.1094	645315.9922	7240511.875	11886276.69	270194.375	434949.375	750240.6406	646423.2344	225994	150924.5313	2218208.875	2814530.125	1819183		256319.5		637123.6875	539407.5	409306.6563	300472.5742	6533479.125	9305015.188	424013.9688	302263.75	1019169.75	641267.625	938242.6875	431153.2344	2029183.875	1083114.375	1725042.25		263615.6875	
Q6ZRV2	Protein FAM83H OS=Homo sapiens OX=9606 GN=FAM83H PE=1 SV=3	FAM83H	10	6	31	6	1179	127	6.98	1317325.188	809035.875	1583038.531	1225436.672	428124.75	680255.7109	161531.1563	398754.5156	111744.6328	2101281.031	2512636.219	1891626.563	1593834.672	838688.7344	1490452.984	461723.8594	352914.1563	690146.5508	1590726.703	3758028.375	1627993.063	631653.8281	1083289.438	1000178.031	304641.375	285923.0938	285173.0469	2217862.438	2614331.313	1456256.109	1732977.203	1591806.875	1346713.781	514624.25	825421.5	453083.5156	1664400.781	2874473.063	1495994.453	536845.7969	1256258.906	1763326.953	626329.25	766721.9063	172223.2813	2155560.594	2211667.219	242402.4766	1974149.906	1562595.641	716418.0938	625886.4531	771546.7188	2074095.219	3535743.641	1640495.703	737912.3125	1475269.391	243128.1172	431439.4375	214941.625	298687.5156	1846728.875	2590713.125	2200587.977	305730.1367	1285326.438	1926197.5	763052.875	547562.9375	274789.0625	2033353.438	3429527.219	1746966.266	1119857.156	646166.6094	2047928.594	519177.75		667984.9375
Q9ULW3	Activator of basal transcription 1 OS=Homo sapiens OX=9606 GN=ABT1 PE=1 SV=1	ABT1	37	7	81	7	272	31.1	9.88	2699490.859	2033499.449	4200739.781	817322.6875	400750.8682	385832.7813	1432030.125	1645272.137	463224.0078	3732642.25	6177945.438	3725085.531	1097616.875	758196.7266	1354745.625	1454287.527	1433449.672	2389974	6610683.688	9621088.281	2851599.594	1465303	1934648.563	1501011.527	1707382.125	2989287.25	1712104.648	7839123.578	5451005.469	2844121.031	1710847.75	1229385.125	1542240.645	1176998.375	2139244.25	1914169.125	7047915.742	10983875.11	3039676.629	700754.3125	1792395.469	2031826.516	4485382.258	2963984.594	2961750.125	7163165.52	5181327.063	323743.5313	1197892.156	1174939.875	1963203.92	1627269.516	1958514.25	4194845.57	6837060.469	3482240.969	1398366.641	1714882.266	716688.2168	1251431.422	2205699.665	2174682.121	11572578.3	9019620.938	3437724.766	124922.7656	2332411.893	2005026.5	3247455.5	2169518.803	2858271.5	9105387.125	8073866.844	3394647.32	2041156.5	825908.7813	2649357.768	2010405.031	2379541.529	2420704.146
Q96IZ0	PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1	PAWR	18	5	85	5	340	36.5	5.41				1982380.563	921835.6953	1106353.664	1807910.875	1097454.063	320938.4766	211117.8438			2967619.594	1477085.688	2625204.719	3126191.875	2419289.625	2410845.313	197627.5781			965953.2969	1333950.609	1836594.813	3042906.969	3122301.469	1302301.813	472143.9063	448002.1875		2555943.578	2150788.328	2060537.5	4507950.344	2746221.781	3402988.344		407176.1875	160577.1094	371997.3828	1301145.578	1920678.453	4448089.688	2357583.719	2536977		216491.9688	935039.0234	3148242.25	2541730	3503040.531	4080037.125	3144917.656				1877406.719	1815948.531	1463950.266	2458732.281	2809994.219	1219007.281	425533.4375	459599.4375		180911.5664	2954751.063	2291912.719	5994886.219	2956141.406	4359954.938		464033.6563	234380.25	1085967.375	306072.3828	1108661.438	3622880.563	2815056.891	3677574.938
Q8ND82	Zinc finger protein 280C OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1	ZNF280C	14	6	59	6	737	83	9.11	1895233.703	1174669.93	1491409.188		52764.64844		253969.2656	523257.625	214759.9688	2342089.969	3881112.031	1209026.859	534758.25		1192623.078	145206.6719	154963.3281		5180379.984	7131118.438	1607217.281	174304.4531	261791.1563	286195.0625		186291.9688		2073739.938	1965538.875	1175344.633	831582.8125	520784.5625	1044483.313				5453829.969	10036019.44	1408891.969	116277.6797		297471.3125	235735.4844	234493.2813		1320476.547	3443725.875	61258.37891	703778.7656	330816.25	332216.2188			3246381.156	4833483.594	1565556.219	147189.2031	508566.7969		159562.6875			12471629.75	12707674.81	2069517.125	31360.80078	376502.625	405527.8125				7263334.094	7995701.438	1964732.859	611400.4375	115584.0234				453297.1406
P84095	Rho-related GTP-binding protein RhoG OS=Homo sapiens OX=9606 GN=RHOG PE=1 SV=1	RHOG	46	5	54	5	191	21.3	8.12	6219922.875	1309678	2475033.484	1532027.297	514358.4219	793929.5547	3055039.281	2636645.25	723213.1875	9163147.5	7118846.953	8722131.719	1814832.906	1260762.625	3358289.094	6581218.406	5237423.875	12625082.31	7639490.766	12039514.78	3509285.313	1166933	2539331.531	3141392.781	7310449	5909028.063	3357816.172	11510588.28	4607695.734	1898844.469	2498491.813	3695522.063	3395977.25	11204386.81	8790646.563	13796494.97	2390253.672	10219060.59	2609715.172	738243.7188	2327070.938	3812926.828	9681345.938	4753308.125	5274143.219	7985666.781	3351614.219	610529.0547	4420995.688	3860812.813	6795479.875	6593791.125	7475095.438	11446052.75	3889699.656	4166629.844	1558651.438	3448594.938	2398283.438	5538454.656	3737354.922	2297076.625	11452820.22	9095544.625	2368474.047	1130530.633	2984583.234	3017856	12682491.5	1970415.594	10630288.31	6965375.063	8596877.063	3462736.547	1383908.719	1589590.859	2427101	7691816.328	4962904	4897159.938
Q9NS69	Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens OX=9606 GN=TOMM22 PE=1 SV=3	TOMM22	53	4	54	4	142	15.5	4.34	1970898.594	723776.1719	179872.5859			702042.6875		54041.65234	41749.60156	3946781.203	2335644.625	1797668.133		1494504.656		160709.3594	1526482.625	103227.3438	3203274.531	4819615.172	59269.89844		110838.5		2486381.102	1115172.453	1372075.305	6563245.25	6692424.438	1851933.039		2504554.25	1400564.766	3579899.25	2244418.813		4396912.094	4004112.719	787565.4531	290956.4063	90114.78125		597478.1875	959456.7109	75163.03125	3083747.094	2730124.906	467541.1563	352597.375	720591.375		2376173.25		2869709.742	2809328.813	1851069.164		328768.5859	470110.5	1155920.508	236348.4922	253949.2031	5071986	7282213.25	1990491.906	86550.23438	405774.6875		1261095.688	1431675.824		3351154.328	5454834.875	2257417.383			432738.3281	1184652.57	91890.41406	2071220.461
Q99798	"Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2"	ACO2	12	6	37	6	780	85.4	7.61	409926.0547	878038.4688	537617.9688	9834183.031	3236360.469	3181930.953	518854.7188	511811.1172	401841.2031	280013.9766	686828.3281		8700990.875	7077458.891	20152947.22	404686.5	272363.3125					12133824.88	21821099.47	13621654.03	1818233.281	752433.75	552654.5313			353629.5313	19025744.31	23911230.05	35307978.81	648307.125		1285720.75				3293666.984	8320421.203	11828978.14	716311.4375	819223.4844	1811157.469		173840.7344	2787441.531	25655031.97	35773465.63	654063	510035.0938	544254.3125	337949.5313	351627.25	271838	14882890.09	15302544.56	12834869.34	624547.1875	861311.8438	418585.9531				1338384.289	43654323.78	24963422.16		1513150.625	602949.0625	296687.5625		327193.4375	6895817.594	5101604.531	18347564.13	654988.5781	597688.25	
Q96S97	Myeloid-associated differentiation marker OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=2	MYADM	10	2	170	2	322	35.3	8.15	6422391.063	3164602.207	4601462.594	4564131.75	2276879.547	2649925.168	1824838.813	1789336.75	580512.8125	14616143.63	17283135.73	7243047.906	5539868.969	3569491.938	7044309	2843317.063	2857236.594	2058272.844	10942358.44	20959405.25	4757746.875	5014260.188	5894110.086	5856619.938	5082925.875	3267651.031	1421284.906	15006896.38	19448640.44	5035291.813	8198300.938	6417529.781	12253176.19	6130710.75	5164462.563	3251038.906	13386459.75	25890236.38	5015367.094	2071580.383	4102050.438	4779158.156	3923756.188	2060218.75	1520300.906	12062801.25	12224789.09	1728578.086	7589756.875	13733751.94	4534848.813	3830435.438	2542098.094	9687933.688	12737006.25	4913928.898	4329779.688	6559433.438	3400615.344	2754923.578	2886857.688	1473857.094	22860734	24565176.75	6748650.906	705338.9609	13054907.81	6794146.5	5217551.375	1527099.125	2449955.125	16332472.13	24779932.22	6087717.453	2380676.594	2973469.125	9769665	4705817.156	1780587.563	2109839.188
P62140	Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3	PPP1CB	18	5	108	3	327	37.2	6.19	967536.3438	452473.8359	625619.9141	6224056.156	2446831.352	3016935.656	3147337.953	3589826.172	906441.6719	6019812.594	3716710	986943.0781	5954677.656	8481600.969	12550609.72	10589440.91	16568424.31	8998642.688	5014909.5	5489470.938	523221.7656	4712824.953	14709254.89	8708728.938	17083142.75	14904840.38	2440712.297	12701967.77	11515528.47	1067244.766	8954401.313	20458044.47	22721838.34	28698274.38	35797293.09	12498854.63	8204621.406	13730499.75	860215.3125	2597198.711	9708300.063	10636705.19	24678810.81	19326778.5	6822977.406	9381039.781	5318892.047	2207485.328	21546920.13	20436094.38	16704401.41	27552929.75	9731558.688	3982150.031	3466659.359	930617.7422	4752501.844	10589722.88	5433712.109	9773655.797	11783954.81	4606126.828	20085230.97	19412831.97	1525244.469	887599.75	23897827.19	17496078.69	37649863.75	19426053.5	12796212.97	10082934.88	9843976.938	1119246.938	4689240.563	5233688.656	19609197.22	16565801	6590198.922	31800934.63
O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2	AIP	23	7	49	7	330	37.6	6.29	1036344.25	396166.3125	1314057.711	6367607.189	2510402.854	3056917.641	504772.9688	318274.2266	51120.0625	1171509.262	974232.6328	2006906.469	6896890.426	4333345.393	10458619.84	1014012.859	770546.6875	2090303.5	930032	1776676.336	1719537.883	8422431.063	8479710.258	8148323.664	1503598.578	964088.6563	702512.6094	2544330.688	1224164.609	912795.0859	13011716.87	8168661.797	12422959.16	646012.0625	746198.5	2511510	723830.3281	881908.8281	1258888.945	2865978.159	4744695.156	7450360.945	835170.1875	642711.3125	1311573.953	2424362.656	408731.1563	1772181.543	8982821.834	12569120.82	1345753.188	766199.5	1276660.156	1171780.352	1967548.125	1663472.156	8741572.063	11211139.33	6118187.367	1553992.063	810237.7188	641434.25	894186.0938	1157620.477	1538240.5	994083.251	11855287.66	9470733.281	777132.0625	1170578	1995851.438	2128635.531	1133588.656	1780710.328	6707178.523	2948278.641	9892863.984	433997.125	1209687.516	655115.9375
Q58FF6	Putative heat shock protein HSP 90-beta 4 OS=Homo sapiens OX=9606 GN=HSP90AB4P PE=5 SV=1	HSP90AB4P	5	3	205	0	505	58.2	4.73	2758961.531	2006922.266	2805465.156	64388450.44	15036732.81	19782962.94	11099167.38	2826936.313	2661593.063	4285526.688	3671398	2591859.531	83721834	41904786.5	56425333.88	9485969.5	5894439.625	8424639.313	2946450.063	3815733.313	1687355.688	20049896.84	23620299.25	24433076.63	4864494.875	3348834.781	4941314.438	3694670.5	3611286.063	1902541.203	57378888.38	47071361	34052117.13	6882016.75	6601113.313	6667727.813	3323640.313	5259657.688	1937905.406	19695572.38	30343073.63	39784034.38	4649467.063	4401150.375	8042167.813	2289061.344	2352225.406	16743383.28	54601591.5	69002688.5	3813046.125	2245599.359	10873415.13	2878787.438	4909042.531	2164673.828	13269767.13	21129520.25	15814024.44	921344.2813	3668294.688	3810042.688	3923249.531	6047297.281	2447619.625	8607656.734	50030384	38724802.5	4233427.938	8512246.625	8342652.438	3046462.813	5617133.063	1955378.375	25072104.81	17572833.25	36973961	3119197.156	3577651.063	5686258.781
Q12840	Kinesin heavy chain isoform 5A OS=Homo sapiens OX=9606 GN=KIF5A PE=1 SV=2	KIF5A	6	6	30	6	1032	117.3	5.9	529829.4375	290511.1797	878921.6875	5989983.5	2684751.844	2905752.422	1388190.094	1403388.672	364562.7813	4658362.734	6071912.688	784655.8516	4455898	5144381.063	8540454	5822619.375	1809064.219	9693727.25	407068.3906	5229790.406	629468.0469	4720818.094	9077406.813	4281563.313	4709570.688	463371.7813	715540.9844	2101001.938	1847000.875	488504.1406	8097557.75	12094608.09	12574546.38	4158580.313	5210261.578	8045057.625	1676848.938	4680925.219	360841.6875	2158564.754	6964209.594	8839280.563	9078789.5	4193464	7342437.156	3230382.828	1656929.531	1259799.547	12850190.56	13648770.25	3616765.281	5195699.063	6221687.844	4293895.781	7569662.563	6702827.672	3680484.859	6763042.047	3385224.594	962058.2188	468910.0938	1138545.281	2589746.688	4335969.313	852650.0938	798061.9063	12496143.25	11738028.88	7353990.563	4686273.406	10732116	2742813.719	4696989.453	1205953.133	4355997.875	3479576.375	12004939.25	2900089.469	961897	3749268.313
O60282	Kinesin heavy chain isoform 5C OS=Homo sapiens OX=9606 GN=KIF5C PE=1 SV=1	KIF5C	7	6	30	6	957	109.4	6.19	529829.4375	290511.1797	878921.6875	5989983.5	2684751.844	2905752.422	1388190.094	1403388.672	364562.7813	4658362.734	6071912.688	784655.8516	4455898	5144381.063	8540454	5822619.375	1809064.219	9693727.25	407068.3906	5229790.406	629468.0469	4720818.094	9077406.813	4281563.313	4709570.688	463371.7813	715540.9844	2101001.938	1847000.875	488504.1406	8097557.75	12094608.09	12574546.38	4158580.313	5210261.578	8045057.625	1676848.938	4680925.219	360841.6875	2158564.754	6964209.594	8839280.563	9078789.5	4193464	7342437.156	3230382.828	1656929.531	1259799.547	12850190.56	13648770.25	3616765.281	5195699.063	6221687.844	4293895.781	7569662.563	6702827.672	3680484.859	6763042.047	3385224.594	962058.2188	468910.0938	1138545.281	2589746.688	4335969.313	852650.0938	798061.9063	12496143.25	11738028.88	7353990.563	4686273.406	10732116	2742813.719	4696989.453	1205953.133	4355997.875	3479576.375	12004939.25	2900089.469	961897	3749268.313
P35251	Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4	RFC1	6	5	50	5	1148	128.2	9.36				595957.8125	390167.7031	242666.875	758304.2109	797481.8906	187921.5801	121935.5859			755647.875	359185.125	862659.2471	2222301.469	2093446.371	2235386.969		418117.3438		1083695.25	13360.50488	819863.1875	2324369.043	1958479.574	1835770.531				2173159.25		530380.5625	2473993.766	3919397.516	2150878.008		408849.3809		284718.8828		642548.8594	2278396.617	1151160.242	2502828.875			389565.7051		538935.375	1918074.469	2066156.094	2900302.836				870390.0625	680118.5625	392767.9375	1508679.133	2271040.453	1468806.031	18746.99219	28594.36914		163388.4043	211313.9063		3119374.531	951633.7188	3790228.844	21412.07227	142019.6719		412375.875	319279.5527	347271.0313	2228548.68	3103990.727	1971369.398
P49755	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2	TMED10	21	5	100	5	219	25	7.44	2420180.719	2059919.641	2126865.75	4766874.438	1972666.988	3416717.207	7795487.906	7642958.922	1479844.594	5142172.219	2662477.023	2403468.918	5700448.25	3511752.563	9361394.156	12625807.53	9212909.75	13994140.03	4149593.734	5348036.547	1529967.227	7602808.813	7829172.5	12273223.72	23181277.25	14375923.19	5671923.063	12682931.38	5267804.203	1713364.664	5772513.5	6977446.625	11341927.59	20315539.38	23563667.13	20312190.13	7873438.188	7689638.125	1730822.313	2406132.203	6278463.094	7716672.5	11679284.27	6149460.375	10968517.22	2953778.047	1571016.078	2420987.891	9719698.891	14593671.47	8562894	13709007.31	12213231	2266765.945	4602791.438	676321.2813	5447986.719	7953389.625	5752509.469	16515360.25	14329241.34	8859383.945	21262410.56	11246495.31	2015885.391	747100.2344	7761885.063	8212087.406	21439529.19	6796833.438	26344645.75	9808834.781	10116852.06	3295239.094	5102518.406	3133815.5	10354895.91	12063187.19	14894392.5	14172354.94
P54920	Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3	NAPA	25	6	35	6	295	33.2	5.36	85557.97656	127701.4063	703589.7422	8605241.656	2953845.703	3604811.406	313448.625	92778.57813	52978.19531	630545.2656	625576.1328	376972.1563	11172197.84	5681289.859	10290008.78	1755579.438	314856.2188		357619.75	1167549.07	734936.4297	9132917.125	9789651.641	10917728.09	2608660.422	1288999.422	397879.1875	439075.5938	680869.625	134464.0938	9571304.438	9636058.453	12106822.8	1365984.406	430212.4688	608059.5625		235272.8125	105304.8125	2885092.398	7540999.969	10904617.09	1519018.375	1172040.5	1814980.398	755411.6875	877236.75	2859618.75	11098190.7	13576861.91		544951.5938		473915.7969	257187.4844	207429.8906	9414181.672	9142068.844	4786885.781	2079328.813	1968850.844	1774111.773	862604.5313	323819.9063	118803.3516	1483030.336	13620263.97	11278487.89	3454344.344	1801183.188	3624207.656		314576.375	267405.6563	5682685.688	4406926.578	10863549.38	2227535.406	1681098	1298447.703
Q92890	Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3	UFD1	22	5	44	5	307	34.5	6.7				1672313.203	2056944.395	900836.5781	2243499.359	1547176.594	279050.2109		1067371.875	500922.875	4721400.906	2893761.688	6821392.063	3434233.766	2874615.875	3902489				3201313.25	4076795.75	5502160.563	3334438.938	2960182.727	3657966.406		211030.9219		5542656.75	5265495.703	7116891.719	5682351.313	6752163.531	4201836.938	1042889.563	1374071	84394.59375	2083346.32	3840764.938	5529354.227	5012736.313	1761089.5	2157952.781		169900.5469	1335370.281	5187094.656	7720529.063	3550574.938	3421238.188	4169246.063	1469502.625	274872.1563		3969416.625	5250068.5	3302044.828	2104772.555	2428639.094	1883925.375	419587.8125	2091686.875	237888.8672	540198.7031	6954226	6004516.047	6939236.219	1703073.188	5568219.563	1469452.75	482091.5938		3478516.313	2793580.813	4383012.219	2238880.688	3772637.297	2519510.672
P08559	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3"	PDHA1	11	5	68	5	390	43.3	8.06	671476.1094	415647.2969	743214.7891	2230665.18	1632876.203	2166998.688	3617551.406	2938900.863	531254.7373	1491292.625	969829.8359	925516.3672	2409892.344	20159594.72	32245401.31	6267587.063	5046700.875	5144590.656	653404.0625	1469945.859	614281.9844	2887708.016	46764598.12	18389083.2	10939444.31	6544602.875	2739307.266	1680251.969		181387.332	4928032.688	52990094.83	58593078.5	9971188.969	10858975.19	8215361.563	1158888.266	505899.4063	629810.3359	741947.3594	27284497.99	28612918.33	11412156.38	5587100.688	5125468.5	2091353.188	316498.5547	366063.8203	55633587.13	39754723.86	9124401.25	7381542.234	7596176.531	480402.9609	2286320.047	790655.8359	2580829.156	19357195.27	7684885.703	6056283.281	6860089.094	4194464.906	2426356.188	951183.4375	601080.4219	317926.5703	61525122.16	46536415.52	14734410.16	5292454.594	10971200.94	1216010.5	783326.875	639879.3281	2726273.203	16850943.13	49250772.58	6985731.406	5668060.625	5718894.938
